high,mid,low,eval,batch_idx,new_instruction,original_instruction,structural_similarity,keyword_similarity
obj,lexical,addition_deletion,7,7,put the wine bottle on the kitchen rack,put the wine bottle on the rack,0.9333333333333333,1.0000001192092896
obj,lexical,addition_deletion,7,8,put the bottle on the kitchen rack,put the wine bottle on the rack,0.8571428571428572,0.9039179086685181
obj,lexical,addition_deletion,7,9,put the wine bottle on the display rack,put the wine bottle on the rack,0.9333333333333333,1.0000001192092896
obj,lexical,addition_deletion,8,1,put the bottle on top of the cabinet,put the wine bottle on top of the cabinet,0.9411764705882353,0.9231343269348145
obj,lexical,addition_deletion,8,2,put the wine bottle on top of the storage cabinet,put the wine bottle on top of the cabinet,0.9473684210526316,1.0000001192092896
obj,lexical,addition_deletion,8,3,put the wine bottle on top of the kitchen cabinet,put the wine bottle on top of the cabinet,0.9473684210526316,1.0000001192092896
obj,lexical,addition_deletion,8,4,put the bottle on top of the storage cabinet,put the wine bottle on top of the cabinet,0.8888888888888888,0.9231343269348145
obj,lexical,addition_deletion,8,5,put the bottle on top of the kitchen cabinet,put the wine bottle on top of the cabinet,0.8888888888888888,0.9231343269348145
obj,lexical,addition_deletion,8,6,put the cooking wine bottle on top of the cabinet,put the wine bottle on top of the cabinet,0.9473684210526316,1.0000001192092896
obj,lexical,addition_deletion,8,7,put the drink bottle on top of the cabinet,put the wine bottle on top of the cabinet,1.0,0.9231343269348145
obj,lexical,addition_deletion,8,8,put the wine bottle on top of the display cabinet,put the wine bottle on top of the cabinet,0.9473684210526316,1.0000001192092896
obj,lexical,addition_deletion,8,9,put the cooking wine bottle on top of the kitchen cabinet,put the wine bottle on top of the cabinet,0.9,1.0000001192092896
obj,lexical,addition_deletion,8,10,put the drink bottle on top of the storage cabinet,put the wine bottle on top of the cabinet,0.9473684210526316,0.9231343269348145
obj,lexical,addition_deletion,9,0,turn on the kitchen stove,turn on the stove,0.8888888888888888,1.0
obj,lexical,addition_deletion,9,1,turn on the cooking stove,turn on the stove,0.8888888888888888,1.0
obj,lexical,addition_deletion,9,2,turn on the gas stove,turn on the stove,0.8888888888888888,1.0
obj,lexical,addition_deletion,9,3,turn on the electric stove,turn on the stove,0.8888888888888888,1.0
obj,lexical,addition_deletion,9,4,turn on the burner stove,turn on the stove,0.8888888888888888,1.0
obj,lexical,addition_deletion,9,5,turn on the induction stove,turn on the stove,0.8888888888888888,1.0
obj,lexical,addition_deletion,9,6,turn on the countertop stove,turn on the stove,0.5555555555555556,1.0
obj,lexical,addition_deletion,9,7,turn on the heating stove,turn on the stove,0.8888888888888888,1.0
obj,lexical,addition_deletion,9,8,turn on the cooktop stove,turn on the stove,0.8888888888888888,1.0
obj,lexical,addition_deletion,9,9,turn on the portable stove,turn on the stove,0.8888888888888888,1.0
obj,lexical,same_polarity_contextual,0,1,open the middle compartment of the cabinet,open the middle drawer of the cabinet,1.0,0.8978148698806763
obj,lexical,same_polarity_contextual,0,2,open the middle tier of the cupboard,open the middle drawer of the cabinet,1.0,0.841972291469574
obj,lexical,same_polarity_contextual,0,3,open the middle section of the storage unit,open the middle drawer of the cabinet,0.9333333333333333,0.691978394985199
obj,lexical,same_polarity_contextual,0,4,open the middle drawer of the cupboard,open the middle drawer of the cabinet,1.0,0.9338158965110779
obj,lexical,same_polarity_contextual,0,5,open the middle level of the dresser,open the middle drawer of the cabinet,1.0,0.7856085300445557
obj,lexical,same_polarity_contextual,0,6,open the middle drawer of the storage unit,open the middle drawer of the cabinet,0.9333333333333333,0.8978148698806763
obj,lexical,same_polarity_contextual,0,7,open the middle tier of the cabinet,open the middle drawer of the cabinet,1.0,0.8978148698806763
obj,lexical,same_polarity_contextual,0,8,open the middle section of the console,open the middle drawer of the cabinet,1.0,0.6581874489784241
obj,lexical,same_polarity_contextual,0,9,open the middle drawer of the chest,open the middle drawer of the cabinet,1.0,0.8978148698806763
obj,lexical,same_polarity_contextual,0,10,open the middle level of the sideboard,open the middle drawer of the cabinet,1.0,0.6796069741249084
obj,lexical,same_polarity_contextual,1,1,open the top compartment and put the bowl inside,open the top drawer and put the bowl inside,1.0,0.9095465540885925
obj,lexical,same_polarity_contextual,1,2,open the top drawer and put the container inside,open the top drawer and put the bowl inside,0.8888888888888888,0.8908960819244385
obj,lexical,same_polarity_contextual,1,4,open the top compartment and put the container inside,open the top drawer and put the bowl inside,1.0,0.800442636013031
obj,lexical,same_polarity_contextual,1,5,open the top bin and put the bowl inside,open the top drawer and put the bowl inside,1.0,0.8945598602294922
obj,lexical,same_polarity_contextual,1,6,open the top drawer and put the vessel inside,open the top drawer and put the bowl inside,1.0,0.8884360194206238
obj,lexical,same_polarity_contextual,1,7,open the top receptacle and put the bowl inside,open the top drawer and put the bowl inside,1.0,0.8945598602294922
obj,lexical,same_polarity_contextual,1,8,open the top bin and put the container inside,open the top drawer and put the bowl inside,0.8888888888888888,0.791475772857666
obj,lexical,same_polarity_contextual,1,10,open the top drawer and put the basin inside,open the top drawer and put the bowl inside,1.0,0.8982431888580322
obj,lexical,same_polarity_contextual,2,1,push the platter to the front of the stove,push the plate to the front of the stove,1.0,0.8976024389266968
obj,lexical,same_polarity_contextual,2,2,push the plate to the front of the cooktop,push the plate to the front of the stove,1.0,0.9094679355621338
obj,lexical,same_polarity_contextual,2,3,push the plate to the front of the stovetop,push the plate to the front of the stove,1.0,0.9602845907211304
obj,lexical,same_polarity_contextual,2,4,push the plate to the front of the range,push the plate to the front of the stove,1.0,0.8345704674720764
obj,lexical,same_polarity_contextual,2,6,push the platter to the front of the stovetop,push the plate to the front of the stove,1.0,0.8578870296478271
obj,lexical,same_polarity_contextual,2,7,push the saucer to the front of the range,push the plate to the front of the stove,1.0,0.6997579336166382
obj,lexical,same_polarity_contextual,2,8,push the plate to the front of the cooking surface,push the plate to the front of the stove,0.9473684210526316,0.9321273565292358
obj,lexical,same_polarity_contextual,2,9,push the dinnerware to the front of the cooktop,push the plate to the front of the stove,1.0,0.7749770879745483
obj,lexical,same_polarity_contextual,3,2,put the vessel on the platter,put the bowl on the plate,1.0,0.6363394856452942
obj,lexical,same_polarity_contextual,3,4,put the pot on the plate,put the bowl on the plate,1.0,0.8115212321281433
obj,lexical,same_polarity_contextual,3,6,put the container on the platter,put the bowl on the plate,1.0,0.6452620625495911
obj,lexical,same_polarity_contextual,3,7,put the basin on the serving dish,put the bowl on the plate,0.9230769230769231,0.6846264004707336
obj,lexical,same_polarity_contextual,3,9,put the receptacle on the tray,put the bowl on the plate,1.0,0.5800778269767761
obj,lexical,same_polarity_contextual,3,10,put the vessel on the plate,put the bowl on the plate,1.0,0.7798736691474915
obj,lexical,same_polarity_contextual,4,1,put the container on the stove,put the bowl on the stove,1.0,0.781792163848877
obj,lexical,same_polarity_contextual,4,2,put the bowl on the cooking surface,put the bowl on the stove,0.9230769230769231,0.9095032811164856
obj,lexical,same_polarity_contextual,4,3,put the pot on the stove,put the bowl on the stove,1.0,0.8115212917327881
obj,lexical,same_polarity_contextual,4,4,put the bowl on the burner,put the bowl on the stove,1.0,0.8865067362785339
obj,lexical,same_polarity_contextual,4,5,put the vessel on the stove,put the bowl on the stove,1.0,0.7782196998596191
obj,lexical,same_polarity_contextual,4,6,put the bowl on the cooktop,put the bowl on the stove,1.0,0.8792905807495117
obj,lexical,same_polarity_contextual,4,7,put the pan on the stove,put the bowl on the stove,1.0,0.7991684079170227
obj,lexical,same_polarity_contextual,4,8,put the receptacle on the stove,put the bowl on the stove,1.0,0.7782196998596191
obj,lexical,same_polarity_contextual,4,10,put the bowl on the hotplate,put the bowl on the stove,1.0,0.7884840965270996
obj,lexical,same_polarity_contextual,5,1,put the container on top of the cabinet,put the bowl on top of the cabinet,1.0,0.8363442420959473
obj,lexical,same_polarity_contextual,5,3,put the vessel on top of the cabinet,put the bowl on top of the cabinet,1.0,0.8303728103637695
obj,lexical,same_polarity_contextual,5,4,put the bowl on top of the cupboard,put the bowl on top of the cabinet,1.0,0.9338160157203674
obj,lexical,same_polarity_contextual,5,5,put the bowl on top of the storage unit,put the bowl on top of the cabinet,0.9411764705882353,0.8388314843177795
obj,lexical,same_polarity_contextual,5,6,put the bowl on top of the sideboard,put the bowl on top of the cabinet,1.0,0.8438314199447632
obj,lexical,same_polarity_contextual,5,7,put the container on top of the cupboard,put the bowl on top of the cabinet,1.0,0.7759562730789185
obj,lexical,same_polarity_contextual,5,8,put the receptacle on top of the cabinet,put the bowl on top of the cabinet,1.0,0.8303728103637695
obj,lexical,same_polarity_contextual,5,10,put the vessel on top of the sideboard,put the bowl on top of the cabinet,1.0,0.6742040514945984
obj,lexical,same_polarity_contextual,6,1,put the spread in the container,put the cream cheese in the bowl,0.9230769230769231,0.5275809168815613
obj,lexical,same_polarity_contextual,6,3,put the dairy spread in the receptacle,put the cream cheese in the bowl,0.7857142857142857,0.6533420085906982
obj,lexical,same_polarity_contextual,6,4,put the cheese spread in the vessel,put the cream cheese in the bowl,0.5714285714285714,0.7284711599349976
obj,lexical,same_polarity_contextual,6,5,put the dairy product in the bowl,put the cream cheese in the bowl,1.0,0.8079866766929626
obj,lexical,same_polarity_contextual,6,6,put the cream cheese in the container,put the cream cheese in the bowl,1.0,0.8565261363983154
obj,lexical,same_polarity_contextual,6,8,put the soft cheese in the receptacle,put the cream cheese in the bowl,0.9285714285714286,0.7284711599349976
obj,lexical,same_polarity_contextual,6,9,put the dairy spread in the bowl,put the cream cheese in the bowl,1.0,0.8079866766929626
obj,lexical,same_polarity_contextual,6,10,put the ingredient in the vessel,put the cream cheese in the bowl,0.9230769230769231,0.5513879060745239
obj,lexical,same_polarity_contextual,7,0,put the bottle of wine on the rack,put the wine bottle on the rack,0.8,1.0000001192092896
obj,lexical,same_polarity_contextual,7,1,put the wine bottle on the stand,put the wine bottle on the rack,1.0,0.8589584231376648
obj,lexical,same_polarity_contextual,7,2,put the wine bottle on the holder,put the wine bottle on the rack,1.0,0.8589584231376648
obj,lexical,same_polarity_contextual,7,3,put the wine bottle on the shelf,put the wine bottle on the rack,1.0,0.9015051126480103
obj,lexical,same_polarity_contextual,7,4,put the wine bottle of wine on the rack,put the wine bottle on the rack,0.875,1.0000001192092896
obj,lexical,same_polarity_contextual,7,5,put the bottle of wine on the stand,put the wine bottle on the rack,0.8,0.8589584231376648
obj,lexical,same_polarity_contextual,7,6,put the beverage wine bottle on the rack,put the wine bottle on the rack,0.9333333333333333,1.0000001192092896
obj,lexical,same_polarity_contextual,7,7,put the wine bottle on the storage unit,put the wine bottle on the rack,0.9333333333333333,0.8589584231376648
obj,lexical,same_polarity_contextual,7,8,put the bottle of wine on the holder,put the wine bottle on the rack,0.8,0.8589584231376648
obj,lexical,same_polarity_contextual,7,9,put the wine of wine on the stand,put the wine bottle on the rack,0.8,0.7478443384170532
obj,lexical,same_polarity_contextual,8,0,put the bottle of wine on top of the cupboard,put the wine bottle on top of the cabinet,0.8421052631578947,0.9470527768135071
obj,lexical,same_polarity_contextual,8,1,put the wine on top of the cabinet,put the wine bottle on top of the cabinet,0.9411764705882353,0.9231343269348145
obj,lexical,same_polarity_contextual,8,2,put the beverage bottle on top of the storage unit,put the wine bottle on top of the cabinet,0.9473684210526316,0.8050943613052368
obj,lexical,same_polarity_contextual,8,3,put the wine bottle on top of the cupboard,put the wine bottle on top of the cabinet,1.0,0.9470527768135071
obj,lexical,same_polarity_contextual,8,4,put the bottle of wine on top of the cabinet,put the wine bottle on top of the cabinet,0.8421052631578947,1.0000001192092896
obj,lexical,same_polarity_contextual,8,5,put the beverage wine on top of the sideboard,put the wine bottle on top of the cabinet,1.0,0.7981993556022644
obj,lexical,same_polarity_contextual,8,6,put the drink bottle on top of the hutch,put the wine bottle on top of the cabinet,1.0,0.7879955768585205
obj,lexical,same_polarity_contextual,8,7,put the wine drink bottle on top of the storage unit,put the wine bottle on top of the cabinet,0.9,0.8710651397705078
obj,lexical,same_polarity_contextual,8,8,put the wine vessel on top of the sideboard,put the wine bottle on top of the cabinet,1.0,0.7981993556022644
obj,lexical,same_polarity_contextual,8,9,put the bottle of wine on top of the storage unit,put the wine bottle on top of the cabinet,0.8,0.8710651397705078
obj,lexical,same_polarity_contextual,9,1,turn on the cooktop,turn on the stove,0.625,0.8189358115196228
obj,lexical,same_polarity_contextual,9,2,turn on the range,turn on the stove,0.625,0.6573025584220886
obj,lexical,same_polarity_contextual,9,3,turn on the burner,turn on the stove,0.625,0.8297600746154785
obj,lexical,same_polarity_contextual,9,4,turn on the hob,turn on the stove,1.0,0.6383899450302124
obj,lexical,same_polarity_contextual,9,5,turn on the cooking surface,turn on the stove,0.5555555555555556,0.8642547726631165
obj,lexical,same_polarity_contextual,9,6,turn on the cooker,turn on the stove,1.0,0.8284881114959717
obj,lexical,same_polarity_contextual,9,7,turn on the hot plate,turn on the stove,0.8888888888888888,0.6691409349441528
obj,lexical,same_polarity_contextual,9,8,turn on the kitchen appliance,turn on the stove,0.8888888888888888,0.7927407026290894
obj,lexical,same_polarity_contextual,9,9,turn on the cooking unit,turn on the stove,0.5555555555555556,0.8642547726631165
obj,lexical,same_polarity_contextual,9,10,turn on the heating element,turn on the stove,0.5555555555555556,0.8019363880157471
obj,lexical,same_polarity_habitual,0,1,open the middle compartment of the cabinet,open the middle drawer of the cabinet,1.0,0.8978148698806763
obj,lexical,same_polarity_habitual,0,2,open the middle drawer of the cupboard,open the middle drawer of the cabinet,1.0,0.9338158965110779
obj,lexical,same_polarity_habitual,0,3,open the middle bin of the cabinet,open the middle drawer of the cabinet,0.8571428571428572,0.8978148698806763
obj,lexical,same_polarity_habitual,0,4,open the middle drawer of the locker,open the middle drawer of the cabinet,1.0,0.8978148698806763
obj,lexical,same_polarity_habitual,0,5,open the middle drawer of the chest,open the middle drawer of the cabinet,1.0,0.8978148698806763
obj,lexical,same_polarity_habitual,0,6,open the middle compartment of the cupboard,open the middle drawer of the cabinet,1.0,0.841972291469574
obj,lexical,same_polarity_habitual,0,7,open the middle bin of the cupboard,open the middle drawer of the cabinet,0.8571428571428572,0.841972291469574
obj,lexical,same_polarity_habitual,0,8,open the middle drawer of the chest,open the middle drawer of the cabinet,1.0,0.8978148698806763
obj,lexical,same_polarity_habitual,0,9,open the middle drawer of the dresser,open the middle drawer of the cabinet,1.0,0.8978148698806763
obj,lexical,same_polarity_habitual,0,10,open the middle drawer of the sideboard,open the middle drawer of the cabinet,1.0,0.8978148698806763
obj,lexical,same_polarity_habitual,1,1,open the top compartment and put the bowl inside,open the top drawer and put the bowl inside,1.0,0.9095465540885925
obj,lexical,same_polarity_habitual,1,4,open the top drawer and put the basin inside,open the top drawer and put the bowl inside,1.0,0.8982431888580322
obj,lexical,same_polarity_habitual,1,5,open the top receptacle and put the bowl inside,open the top drawer and put the bowl inside,1.0,0.8945598602294922
obj,lexical,same_polarity_habitual,1,6,open the top drawer and put the container inside,open the top drawer and put the bowl inside,0.8888888888888888,0.8908960819244385
obj,lexical,same_polarity_habitual,1,8,open the top drawer and put the vessel inside,open the top drawer and put the bowl inside,1.0,0.8884360194206238
obj,lexical,same_polarity_habitual,1,9,open the top receptacle and put the container inside,open the top drawer and put the bowl inside,1.0,0.7866547703742981
obj,lexical,same_polarity_habitual,2,1,push the plate to the front of the cooker,push the plate to the front of the stove,1.0,0.9142440557479858
obj,lexical,same_polarity_habitual,2,2,push the platter to the front of the stove,push the plate to the front of the stove,1.0,0.8976024389266968
obj,lexical,same_polarity_habitual,2,3,push the plate to the front of the cooktop,push the plate to the front of the stove,1.0,0.9094679355621338
obj,lexical,same_polarity_habitual,2,5,push the plate to the front of the range,push the plate to the front of the stove,1.0,0.8345704674720764
obj,lexical,same_polarity_habitual,2,6,push the saucer to the front of the stove,push the plate to the front of the stove,1.0,0.8520399332046509
obj,lexical,same_polarity_habitual,2,7,push the platter to the front of the cooker,push the plate to the front of the stove,1.0,0.8118464946746826
obj,lexical,same_polarity_habitual,2,9,push the tray to the front of the stove,push the plate to the front of the stove,1.0,0.8623390197753906
obj,lexical,same_polarity_habitual,3,3,put the basin on the plate,put the bowl on the plate,1.0,0.7964863777160645
obj,lexical,same_polarity_habitual,3,4,put the bowl on the platter,put the bowl on the plate,1.0,0.8634698987007141
obj,lexical,same_polarity_habitual,3,6,put the bowl on the tray,put the bowl on the plate,1.0,0.8164520263671875
obj,lexical,same_polarity_habitual,3,9,put the basin on the platter,put the bowl on the plate,1.0,0.6599562764167786
obj,lexical,same_polarity_habitual,4,2,put the container on the stove,put the bowl on the stove,1.0,0.781792163848877
obj,lexical,same_polarity_habitual,4,3,put the receptacle on the stove,put the bowl on the stove,1.0,0.7782196998596191
obj,lexical,same_polarity_habitual,4,4,put the vessel on the stove,put the bowl on the stove,1.0,0.7782196998596191
obj,lexical,same_polarity_habitual,4,5,put the pot on the stove,put the bowl on the stove,1.0,0.8115212917327881
obj,lexical,same_polarity_habitual,4,6,put the bowl on the cooktop,put the bowl on the stove,1.0,0.8792905807495117
obj,lexical,same_polarity_habitual,4,7,put the bowl on the range,put the bowl on the stove,1.0,0.7782195210456848
obj,lexical,same_polarity_habitual,4,8,put the bowl on the cooker,put the bowl on the stove,1.0,0.8856587409973145
obj,lexical,same_polarity_habitual,4,10,put the container on the range,put the bowl on the stove,1.0,0.553327202796936
obj,lexical,same_polarity_habitual,5,2,put the receptacle on top of the cabinet,put the bowl on top of the cabinet,1.0,0.8303728103637695
obj,lexical,same_polarity_habitual,5,3,put the basin on top of the cabinet,put the bowl on top of the cabinet,1.0,0.8473649024963379
obj,lexical,same_polarity_habitual,5,4,put the container on top of the cabinet,put the bowl on top of the cabinet,1.0,0.8363442420959473
obj,lexical,same_polarity_habitual,5,5,put the vessel on top of the cabinet,put the bowl on top of the cabinet,1.0,0.8303728103637695
obj,lexical,same_polarity_habitual,5,6,put the bowl on top of the cupboard,put the bowl on top of the cabinet,1.0,0.9338160157203674
obj,lexical,same_polarity_habitual,5,7,put the bowl on top of the locker,put the bowl on top of the cabinet,1.0,0.8365418314933777
obj,lexical,same_polarity_habitual,5,8,put the bowl on top of the closet,put the bowl on top of the cabinet,1.0,0.8423653244972229
obj,lexical,same_polarity_habitual,5,10,put the basin on top of the cupboard,put the bowl on top of the cabinet,1.0,0.781180739402771
obj,lexical,same_polarity_habitual,6,1,put the cream cheese in the container,put the cream cheese in the bowl,1.0,0.8565261363983154
obj,lexical,same_polarity_habitual,6,3,put the cream cheese in the basin,put the cream cheese in the bowl,1.0,0.8565261363983154
obj,lexical,same_polarity_habitual,6,4,put the cream cheese in the receptacle,put the cream cheese in the bowl,1.0,0.8565261363983154
obj,lexical,same_polarity_habitual,6,5,put the cream cheese in the vessel,put the cream cheese in the bowl,1.0,0.8565261363983154
obj,lexical,same_polarity_habitual,6,6,put the cream cheese in the cup,put the cream cheese in the bowl,1.0,0.8611194491386414
obj,lexical,same_polarity_habitual,6,7,put the soft cheese in the bowl,put the cream cheese in the bowl,0.9285714285714286,0.8719451427459717
obj,lexical,same_polarity_habitual,6,8,put the cheese spread in the bowl,put the cream cheese in the bowl,0.5714285714285714,0.8719451427459717
obj,lexical,same_polarity_habitual,6,10,put the cheese spread in the container,put the cream cheese in the bowl,0.5714285714285714,0.7284711599349976
obj,lexical,same_polarity_habitual,7,1,put the wine bottle on the holder,put the wine bottle on the rack,1.0,0.8589584231376648
obj,lexical,same_polarity_habitual,7,2,put the wine bottle on the stand,put the wine bottle on the rack,1.0,0.8589584231376648
obj,lexical,same_polarity_habitual,7,3,put the wine bottle on the shelf,put the wine bottle on the rack,1.0,0.9015051126480103
obj,lexical,same_polarity_habitual,7,4,put the wine alcohol on the rack,put the wine bottle on the rack,1.0,0.9039179086685181
obj,lexical,same_polarity_habitual,7,5,put the wine vessel on the rack,put the wine bottle on the rack,1.0,0.9039179086685181
obj,lexical,same_polarity_habitual,7,9,put the wine bottle on the support,put the wine bottle on the rack,1.0,0.8589584231376648
obj,lexical,same_polarity_habitual,7,10,put the wine sake on the stand,put the wine bottle on the rack,1.0,0.7478443384170532
obj,lexical,same_polarity_habitual,8,0,put the liquor on top of the cabinet,put the wine bottle on top of the cabinet,0.9411764705882353,0.857306182384491
obj,lexical,same_polarity_habitual,8,1,put the carafe on top of the cabinet,put the wine bottle on top of the cabinet,0.9411764705882353,0.7442948222160339
obj,lexical,same_polarity_habitual,8,2,put the decanter on top of the cabinet,put the wine bottle on top of the cabinet,0.9411764705882353,0.7406059503555298
obj,lexical,same_polarity_habitual,8,3,put the jug on top of the cabinet,put the wine bottle on top of the cabinet,0.9411764705882353,0.7643903493881226
obj,lexical,same_polarity_habitual,8,4,put the flask on top of the cabinet,put the wine bottle on top of the cabinet,0.9411764705882353,0.7586742639541626
obj,lexical,same_polarity_habitual,8,5,put the wine bottle on top of the cupboard,put the wine bottle on top of the cabinet,1.0,0.9470527768135071
obj,lexical,same_polarity_habitual,8,6,put the wine bottle on top of the locker,put the wine bottle on top of the cabinet,1.0,0.8692334294319153
obj,lexical,same_polarity_habitual,8,7,put the wine bottle on top of the storage unit,put the wine bottle on top of the cabinet,0.9473684210526316,0.8710651397705078
obj,lexical,same_polarity_habitual,8,8,put the liquo on top of the cupboard,put the wine bottle on top of the cabinet,0.9411764705882353,0.6995965242385864
obj,lexical,same_polarity_habitual,8,9,put the carafe on top of the locker,put the wine bottle on top of the cabinet,0.9411764705882353,0.619258463382721
obj,lexical,same_polarity_habitual,9,1,turn on the cooker,turn on the stove,1.0,0.8284881114959717
obj,lexical,same_polarity_habitual,9,2,turn on the range,turn on the stove,0.625,0.6573025584220886
obj,lexical,same_polarity_habitual,9,3,turn on the cooktop,turn on the stove,0.625,0.8189358115196228
obj,lexical,same_polarity_habitual,9,4,turn on the hob,turn on the stove,1.0,0.6383899450302124
obj,lexical,same_polarity_habitual,9,7,turn on the hotplate,turn on the stove,0.625,0.6827262043952942
obj,lexical,same_polarity_habitual,9,8,turn on the kitchen range,turn on the stove,0.5555555555555556,0.7927407026290894
comp,lexical+lexical,addition_deletion+addition_deletion,0,0,gently open the middle storage drawer of the kitchen cabinet,open the middle drawer of the cabinet,0.8235294117647058,1.0
comp,lexical+lexical,addition_deletion+addition_deletion,0,1,slowly open the middle file drawer of the cabinet,open the middle drawer of the cabinet,0.875,1.0
comp,lexical+lexical,addition_deletion+addition_deletion,0,2,carefully open the middle drawer of the supply cabinet,open the middle drawer of the cabinet,0.875,1.0
comp,lexical+lexical,addition_deletion+addition_deletion,0,3,quickly open the middle utility drawer of the filing cabinet,open the middle drawer of the cabinet,0.8235294117647058,1.0
comp,lexical+lexical,addition_deletion+addition_deletion,0,4,smoothly open the middle storage drawer of the cabinet,open the middle drawer of the cabinet,0.875,1.0
comp,lexical+lexical,addition_deletion+addition_deletion,0,5,deliberately open the middle drawer of the filing cabinet,open the middle drawer of the cabinet,0.875,1.0
comp,lexical+lexical,addition_deletion+addition_deletion,0,6,swiftly open the middle storage drawer of the storage cabinet,open the middle drawer of the cabinet,0.8235294117647058,1.0
comp,lexical+lexical,addition_deletion+addition_deletion,0,7,steadily open the middle file drawer of the supply cabinet,open the middle drawer of the cabinet,0.8235294117647058,1.0
comp,lexical+lexical,addition_deletion+addition_deletion,0,8,silently open the middle drawer of the kitchen cabinet,open the middle drawer of the cabinet,0.875,1.0
comp,lexical+lexical,addition_deletion+addition_deletion,0,9,forcefully open the middle storage drawer of the filing cabinet,open the middle drawer of the cabinet,0.8235294117647058,1.0
comp,lexical+lexical,addition_deletion+addition_deletion,1,0,Gently open the top kitchen drawer and put the mixing bowl inside,open the top drawer and put the bowl inside,0.8095238095238095,0.9164782166481018
comp,lexical+lexical,addition_deletion+addition_deletion,1,1,Slowly open the top storage drawer and carefully put the soup bowl inside,open the top drawer and put the bowl inside,0.8181818181818181,0.908251941204071
comp,lexical+lexical,addition_deletion+addition_deletion,1,2,Carefully open the top cabinet drawer and gently put the serving bowl inside,open the top drawer and put the bowl inside,0.8181818181818181,0.908251941204071
comp,lexical+lexical,addition_deletion+addition_deletion,1,3,Quickly open the top kitchen drawer and put the cereal bowl inside,open the top drawer and put the bowl inside,0.8571428571428572,1.0
comp,lexical+lexical,addition_deletion+addition_deletion,1,4,Open the top storage drawer and steadily put the mixing bowl inside,open the top drawer and put the bowl inside,0.8571428571428572,0.908251941204071
comp,lexical+lexical,addition_deletion+addition_deletion,1,5,Smoothly open the top cabinet drawer and put the soup bowl inside,open the top drawer and put the bowl inside,0.7619047619047619,0.908251941204071
comp,lexical+lexical,addition_deletion+addition_deletion,1,6,Open the top kitchen drawer and slowly put the serving bowl inside,open the top drawer and put the bowl inside,0.8571428571428572,0.9164782166481018
comp,lexical+lexical,addition_deletion+addition_deletion,1,7,Carefully open the top storage drawer and quickly put the cereal bowl inside,open the top drawer and put the bowl inside,0.8181818181818181,1.0
comp,lexical+lexical,addition_deletion+addition_deletion,1,8,Gently open the top drawer and steadily put the mixing bowl inside,open the top drawer and put the bowl inside,0.8571428571428572,0.908251941204071
comp,lexical+lexical,addition_deletion+addition_deletion,1,9,Slowly open the top cabinet drawer and carefully put the bowl inside,open the top drawer and put the bowl inside,0.8571428571428572,1.0
comp,lexical+lexical,addition_deletion+addition_deletion,2,0,Carefully push the dinner plate to the front of the stove,push the plate to the front of the stove,0.9,1.0
comp,lexical+lexical,addition_deletion+addition_deletion,2,1,Slowly push the serving plate to the front of the kitchen stove,push the plate to the front of the stove,0.8571428571428572,1.0
comp,lexical+lexical,addition_deletion+addition_deletion,2,2,Gently push the dessert plate to the front of the cooking stove,push the plate to the front of the stove,0.8571428571428572,1.0
comp,lexical+lexical,addition_deletion+addition_deletion,2,3,Steadily push the luncheon plate to the front of the stove,push the plate to the front of the stove,0.9,1.0
comp,lexical+lexical,addition_deletion+addition_deletion,2,4,Firmly push the dinner plate to the front of the cooking stove,push the plate to the front of the stove,0.8571428571428572,1.0
comp,lexical+lexical,addition_deletion+addition_deletion,2,5,Lightly push the serving plate to the front of the stove,push the plate to the front of the stove,0.9,1.0
comp,lexical+lexical,addition_deletion+addition_deletion,2,6,Smoothly push the dessert plate to the front of the kitchen stove,push the plate to the front of the stove,0.8571428571428572,1.0
comp,lexical+lexical,addition_deletion+addition_deletion,2,7,Quickly push the plate to the front of the kitchen stove,push the plate to the front of the stove,0.9,1.0
comp,lexical+lexical,addition_deletion+addition_deletion,2,8,Deliberately push the serving plate to the front of the cooking stove,push the plate to the front of the stove,0.8571428571428572,1.0
comp,lexical+lexical,addition_deletion+addition_deletion,2,9,Deftly push the luncheon plate to the front of the kitchen stove,push the plate to the front of the stove,0.8571428571428572,1.0
comp,lexical+lexical,addition_deletion+addition_deletion,3,0,carefully put the soup bowl on the dinner plate,put the bowl on the plate,0.8,1.0000001192092896
comp,lexical+lexical,addition_deletion+addition_deletion,3,1,gently put the mixing bowl on the serving plate,put the bowl on the plate,0.8,1.0000001192092896
comp,lexical+lexical,addition_deletion+addition_deletion,3,2,slowly put the cereal bowl on the side plate,put the bowl on the plate,0.8,1.0000001192092896
comp,lexical+lexical,addition_deletion+addition_deletion,3,3,precisely put the serving bowl on the plate,put the bowl on the plate,0.8571428571428572,1.0000001192092896
comp,lexical+lexical,addition_deletion+addition_deletion,3,4,quickly put the bowl on the dinner plate,put the bowl on the plate,0.8571428571428572,1.0000001192092896
comp,lexical+lexical,addition_deletion+addition_deletion,3,5,deliberately put the soup bowl on the serving plate,put the bowl on the plate,0.8,1.0000001192092896
comp,lexical+lexical,addition_deletion+addition_deletion,3,6,securely put the mixing bowl on the plate,put the bowl on the plate,0.8571428571428572,1.0000001192092896
comp,lexical+lexical,addition_deletion+addition_deletion,3,7,gingerly put the serving bowl on the serving plate,put the bowl on the plate,0.8,1.0000001192092896
